index,frequency,type
[C@@H]4O,7,ionic
c4ccc(CN,4,atom
5CCOCC5)cc4,4,atom
C2=O)C(=O)N,4,functional_group
c2ccc(F,7,atom
)c(C)n2,13,atom
c4nn,19,atom
CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC,43,functional_group
(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC,43,functional_group
CNC(=N)N)NC(=O)[C@H](CC,101,functional_group
c1cnc[nH]1),96,ionic
CCN)NC(=O)[C@@H](NC(=O)[C@H](CC,43,functional_group
(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC,43,functional_group
(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C,43,functional_group
(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC,43,functional_group
(C)C)NC(=O)[C@H](CO)NC(=O),43,functional_group
[C@@H](NC(=O)[C@@H]1CCCN1C(=O),43,functional_group
C(=O)O)NC(=O)[C@H](CC,47,functional_group
O)C(C)C),43,atom
[C@@H](C)O)C(=O)N,43,functional_group
[C@@H]2C=C,13,functional_group
[C@@H]4[C@H](CC,9,ionic
[C@]45,19,ionic
)c2c1O,12,ring
sc(NC(=O)N,10,functional_group
3)nc12,10,ring
CN(C)CCN(C,37,atom
Cc1ccc(Cl)cc1,5,ring
CC(C)CCN,8,atom
c1cc(Cl)cc(Cl)c1,4,ring
)n3ccnc3,7,atom
NC(=O)OC(C)(C)C,8,functional_group
)(C,36,atom
c5nccs,7,atom
)c(Cl)c4,7,atom
CC(C)(C)C)C,42,atom
c2ccc(F)c,9,atom
CCN),11,atom
c3ccccc3N=C2,11,functional_group
)C(=O)N[C@H](C,46,functional_group
c2ccc(F)cc2)cc1,16,ring
CC(C)C[C@H](N)C(=O)N,6,functional_group
Oc4ccccc4,7,atom
OCCC(=O)N,7,functional_group
CCC(CC)(C,11,atom
c1cccc(OC,11,ring
nc2n1,6,ring
5CCC[C@H]5C(=O)N,16,functional_group
3CCC[C@H]3C(=O)N,16,functional_group
C[C@@H]1O[C@@H](O[C@@H]2,15,ionic
c3c(s,6,atom
Cc1nc(C(=O)N,10,functional_group
c2ccc(Oc3ccccc3,22,atom
Oc2cc3,8,atom
c4cc(C,8,atom
OC)cc1,8,ring
c3cc(Br,8,atom
)c(O)cc3,8,atom
(O)(CC,23,atom
c1cccc(F)c1,23,ring
\N=C,32,functional_group
)c4cc(,16,atom
C2=O)CC1,8,functional_group
c1c2ccccc2,36,ring
OCCN(C,10,atom
P2,10,atom
=C(C)N,10,functional_group
(N2,17,atom
c5cccc(OC)c5,9,atom
4)cc1,9,ring
CCO),27,atom
CCCC(,21,atom
CCCN=C(N)N,21,functional_group
CC1C(=O)N,21,functional_group
)C(=O)N[C@@H](CO)C(=O)N,39,functional_group
[C@@H](CCCN=C(N)N,21,functional_group
c1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)C,9,functional_group
CCc1cc(OC,25,ring
)ccc1OC,22,ring
CC(C)C1=N,10,functional_group
c1ccccc1N,5,ring
CNCc1cc(,13,ring
c2ccccc2F),28,atom
cccc(CCN,8,atom
c4cc(O)ccc4,22,atom
[C@H]3CC[C@]12C,19,ionic
COc1ccc2c(N,5,ring
NC(=O)c2cc(,28,functional_group
c3ccc(OC(F)(F)F)cc,7,atom
1CCCCCC1,9,ring
c2ccc(I,7,atom
F)c(O),9,atom
CC1(C,7,ring
H2,23,atom
c2ccc(C[C@H](NC(=O),7,functional_group
)c(Cl)c1Cl,34,ring
)[C@H](O)C,7,ionic
C)S(=O)(=O),6,functional_group
)CCN1,8,atom
3)C(=O)N,31,functional_group
[C@@](CC,19,ionic
OC2=O),16,functional_group
cc(OC)c2,15,atom
CC(C)NC(=O)C,7,functional_group
3CCCC3)cc2,7,atom
)c1nc2ccccc2,9,ring
CCCC1=N,8,functional_group
CCOC(=O)[C@@H]1,11,functional_group
[90Y,8,ionic
c3cn4,13,atom
5CCOCC5),13,atom
3CCCCC3)C,8,atom
c3ncnc(N,23,atom
CC(C)OP(=O)(OC,9,functional_group
O=C(OCC,9,functional_group
c4[nH]3,12,ionic
Cc1c2,5,ring
Nc1ncn,24,ring
)C(=S)N,11,functional_group
[C@@H](O)CC2,30,ionic
NC(=O)c2[nH],5,functional_group
ccc(OC,11,atom
OCC3CC3,11,atom
COc1cc2c(Nc3ccc(Cl)c(Cl)c3,9,ring
[C@@H]1C[C@@H]2,21,ionic
O=C(N[C@@H](C,24,functional_group
O[C@@H]3C,13,ionic
sccn2,9,atom
CCN1CCC,9,atom
(=C(,9,functional_group
Cc1cccc(NS(=O)(=O),11,functional_group
C)n1,11,ring
n2cnc(,6,atom
c4ccc(OCCN,8,atom
5CCCCC5)cc4,8,atom
=C(C#N,14,functional_group
Cc1nn(,16,ring
)ncc12,16,ring
COc1ccc2[nH],29,ionic
CC(C)C[C@H](,4,ionic
NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC,4,functional_group
c2cc(F)c(,5,atom
CN1C(=O)c2c(,6,functional_group
cc3ccccc2,6,atom
(Cc2ccccc2,42,atom
3CCCCC3)cc2,6,atom
c2ccc(O)cc2)C(=O)N,18,functional_group
c2cnc(N)n,10,atom
CCN(CCO),38,atom
[C@@H]3CCCC[C@H]3,11,ionic
c3cc4cc(Cl)ccc4,14,atom
3)s,14,atom
)nn3),16,atom
c4c([nH]c5ccccc45),107,ionic
NC(=O)S,5,functional_group
CCc1cccc(CC,12,ring
3=,5,functional_group
CCN(CC)C(=O)N,10,functional_group
OCC(O)CNC(C)(C)C,19,atom
[C@H]4CCCC,13,ionic
[C@H]2[C@H](N,8,ionic
2CC1,6,ring
Cc1cccs,10,ring
C[C@@H](O)[C@H](NC(=O),28,functional_group
COc1cc(OC)nc(,7,ring
O[C@H](C(=O)O),26,functional_group
=C(O,17,functional_group
c2ccc(OC(C)C,5,atom
5)C3,7,atom
c3ccccc3)c1,5,ring
CN(NC(=O),13,functional_group
)C(=S,13,functional_group
c2c(F)cc(,18,atom
2C1,7,ring
c(Cl)cncc2Cl,12,atom
C2=O)N,25,functional_group
P(=O)(O)C,6,functional_group
c(F)cccc6,6,atom
[C@H](NC(=O)OC,15,functional_group
c2c1Cl,6,ring
O)C3,7,atom
ccc(Cl)c,45,atom
c(C)n3,22,atom
[Zn+2].,50,ionic
OCC(=O)NCC,4,functional_group
(F)(F)C(F)(F)F),16,atom
COc1ccc(C2,7,ring
)[C@@H]1C,17,ionic
)c2ccc(C,12,atom
[nH]nn,8,ionic
CCN(Cc2ccccc2)CC1,12,ring
COCCOc1,22,ring
cc(C)nc(N,8,atom
CC(=O)NCCN,8,functional_group
nc(C)cc(N,11,atom
Cc2ccc(CN,4,atom
(C)C)C(=O)OC,7,functional_group
(N(C,11,atom
c6n5,15,atom
C(=O)C(CN,74,functional_group
c1ccccc1C(=O)N,9,functional_group
c2c[nH]nc2,9,ionic
c2ccnc(,18,atom
c1ccccc1)C(=O)C,4,functional_group
ccc3C,21,atom
)c2c1C,17,ring
2[C@H](C,14,ionic
c3ccc(CO)cc3,7,atom
CCN2C,16,atom
4CCCC,19,atom
[C@](O)(C(=O),12,functional_group
OC[C@@H](O)[C@@H](O),10,ionic
CCOc1cc2ncc(C#N)c(N,21,ring
c3ccc(OCc4cccc(F)c4,6,atom
(CC(=O)NO),12,functional_group
S(=O)(=O)[O-]),13,functional_group
)c(CN,20,atom
c3ccc(Cl)cc3Cl,30,atom
)N(C)C,25,atom
c2nnc(S,7,atom
OC(=O)C1=C,45,functional_group
c2CC,9,atom
)c(CC(=O)O),23,functional_group
NC(=O)C(C)(C)C,9,functional_group
)cc23)cc1,12,ring
[C@@H](COC(=O),10,functional_group
cc(Br)c3,16,atom
cc(OC)c(,9,atom
CCCC[C@H](CN(O)C=O),22,functional_group
CCCCC(O),3,atom
[C@@H](NC(=O)OC(C)(C)C,17,functional_group
C[C@@]12,11,ionic
c2nc3s,6,atom
nc(C)c3,6,atom
)C(C)C)cc1,12,ring
[C@H](OP(=O)(O),8,functional_group
O)C(=O)N[C@@H](CC(C)C)C(=O)N,8,functional_group
n2c3ccccc3,2,atom
CCCCS,11,atom
C1)C(=O)N,14,functional_group
[C@H](O)[C@H](O,15,ionic
CCC[n+]1,10,ionic
[C@@H](OC(=O)C(C)C),8,functional_group
5C=CC=CC,12,functional_group
5=C,12,functional_group
3C=CC=CC,12,functional_group
=CC=CN3,12,functional_group
4)N,18,atom
2C=C1,12,functional_group
c1csc(,6,ring
cc(F)c2,23,atom
(F)(F)C2,11,atom
CCC(=O)O[C@H]1,11,functional_group
[C@@H](C)O[C@@H](O,11,ionic
[C@H](OC(=O)CC,11,functional_group
[C@H](O)[C@H](C)C,11,ionic
[C@H](C(C)C)N(C)C(=O),10,functional_group
CC(C)[C@H]1,29,ionic
)C(=O)NCC(=O)N[C@@H](CC,13,functional_group
2CCCC2)C3,9,atom
c(CC(=O)O),28,functional_group
CCC1(C),8,ring
O=C(NCC1,23,functional_group
[C@H](C)N(C)C(=O),15,functional_group
CC(C)Cn1,7,ring
c3cccc(I)c3,17,atom
CCOP(=O)(N,11,functional_group
)N(CCCl)CCCl,11,atom
[C@](C)(O)CC,5,ionic
[C@H]2CC(=O),16,functional_group
CC(=O)Nc1ccc2,9,functional_group
COc1ccc2c(OC,5,ring
)ccnc2c1,19,ring
c2cc(Cl)c(O),8,atom
)C(=O)N[C@@H](Cc1ccccc1)C(=O)N,11,functional_group
[C@@]23C,18,ionic
(C)C)C1=O,8,functional_group
cn4,27,atom
c2ccc(Oc3ccccc3)cc2,33,atom
c4cccc5ccccc45,9,atom
SSC[C@H](NC(=O)[C@H](CC,11,functional_group
(=O)O)NC(=O)[C@H](CC,39,functional_group
NC(=O)CC[C@H](NC(=O),11,functional_group
c6c[nH],11,ionic
)cc5,51,atom
)C(=O)O)C(=O)O),11,functional_group
c(Cl)cc,16,atom
2CCOCC2),26,atom
[C@@H](O)C(=O),6,functional_group
(Cc2ccccc2)C,12,atom
[C@@H],13,ionic
COc1cc(NC(=O)N,13,functional_group
Br)CC,24,atom
c2ncc3,20,atom
c4c(F)cc(,9,atom
F)n(,9,atom
CC(O,38,atom
)OC(=O)C,52,functional_group
C#N)c1,16,ring
c6ccc7,10,atom
[C@@H]8C,10,ionic
[C@@H]9,28,ionic
c7c6,10,atom
)[N+](=O)[O-],3,functional_group
(C)C(=O)C,18,functional_group
3)cc(OC)c1OC,31,ring
)ncc1C(F)(F)F,10,ring
COc1ccc(O)c(,5,ring
c4ccccc34),16,atom
CC(C)C[C@@H](NC(=O)[C@H](C,8,functional_group
c1ccccc1)NC(=O)C,8,functional_group
NC(=O)[C@@H](C),8,functional_group
CN1CCC2,24,atom
CN(CC=C,10,functional_group
NC(=O)c2cccnc2,10,functional_group
[C@H](C2),14,ionic
CCCCc1n,24,ring
c(CCCC,9,atom
(CN3CCC,6,atom
[C@@H](N(C,22,ionic
2CCCC2),8,atom
s1),8,atom
sc(CN,9,atom
)c4n,9,atom
Nc1ccc(C,15,ring
[C@@H](C)O)C(=O)N[C@@H](CC,6,functional_group
(=O)O)C(=O)N[C@@H](C,10,functional_group
C(=O)N[C@@H](C(C)C)C(=O)N,11,functional_group
N=C(NC(=O),13,functional_group
c(N)nc1,6,ring
CCN=C2,6,functional_group
COc1ccc(OC,24,ring
(C)(C)C(=O)N,7,functional_group
CO[C@H](C,7,ionic
[nH]c(cc4nc(,16,ionic
[C@@H](O)[C@@H](O)C,13,ionic
)ccc5,8,atom
c4c1,8,ring
O1)C,8,atom
NC3=O,8,functional_group
c4cc(Cl)ccc4,248,atom
[C@@H]4CCCNC4,13,ionic
COc1cc(OC)c2,7,ring
CN(C)C(=O)c1cc2cnc(N,5,functional_group
)C(=O)N[C@@H](CCCCN)C(=O)N,5,functional_group
Oc1cc(Cl)ccc1,17,ring
OC(CO),19,atom
c(C)c(C(=O)N,12,functional_group
CCC(CN,12,atom
c4ccc(NCC,7,atom
Oc4cn,7,atom
c5[nH]ccc5,7,ionic
n1CC(=O)O,16,functional_group
OCC2CO,22,atom
c2c[nH]cn,13,ionic
c2ccc(F)cc2C,20,atom
N3C(=O),7,functional_group
c4ccccc4C3=O),7,functional_group
c(C(=O)OCC,12,functional_group
c2cc1OCC,12,ring
c2ccccc12)N,9,ring
CSc1nc(N,7,ring
[C@H]3O)c2n1,87,ionic
Cn1c(C,20,ring
(C)CCCN,9,atom
Cc1cc(O)c2,7,ring
c(O)cc(O),30,atom
)c8,14,atom
c78,7,atom
COc1ccc(NS(=O)(=O),8,functional_group
c2c(F)c(F)c(F)c(F)c2,8,atom
OCOc1,6,ring
[C@@H](CO)N(CC,6,ionic
c1ccc(N)cc1,6,ring
OS(=O)(=O)O)[C@@H](OS(=O)(=O)O),8,functional_group
CCCOc1,13,ring
Cc1ncc(,24,ring
[C@@]3(C,7,ionic
c1ccccc1)NC(=O)N,16,functional_group
CCN1CCN(CC,11,atom
COc1nn2,20,ring
cc(C(=O)C(=O)N,10,functional_group
c2ccc(Cl)cc2)C(=O)N,7,functional_group
(F)F)cc1,7,ring
[C@@H](Cc1ccccc1)C(=O)N,20,functional_group
c4ccccn3,15,atom
(Cc2ccccc2),9,atom
c2ccc(NS(=O)(=O)O)cc2,33,functional_group
[C@@H](CC(C)C),20,ionic
COc1ccc(Cl)cc1C,11,ring
NC(=O)[C@@H]1CCCN1C(=O),11,functional_group
nc(N)c2,12,atom
C(=O)c2c(O),11,functional_group
NC(=O)CCS,10,functional_group
C[C@H](CCC(=O)N,13,functional_group
c3ccccc3C2=O),17,functional_group
cccc4,14,atom
c3CCC,8,atom
Fc1cc(F)c2,11,ring
)c(O)cc2,14,atom
OC[C@@H](O,7,ionic
1C=N,19,functional_group
[C@H]5C,13,ionic
6CCCCC,8,atom
ncccc3,20,atom
s2),24,atom
ccncc2,20,atom
CCOC(=O)c1ccc(,32,functional_group
c3ccc(OS(=O)(=O),11,functional_group
c4cccc5,189,atom
)cccc4,11,atom
5)cc3,18,atom
cc4C,6,atom
COC(=O)C(C,11,functional_group
C(=O)OCCC,11,functional_group
c2ccc(Br,19,atom
c3coc(,19,atom
(C)C)OC(=O),26,functional_group
)c4ccccc34,27,atom
)c(OC)cc1,27,ring
[C@@H](O)[C@H](,16,ionic
)[C@H](O)[C@H](O)[C@H]1O,11,ionic
)C[C@@H]2C,62,ionic
c2c[nH]c3ccccc23)N,17,ionic
COC(=O)C(C),9,functional_group
Cc1csc(,12,ring
ccc2N,10,atom
c2cc(C)o,8,atom
[C@H](C)[C@@H](O)[C@@H](C),22,ionic
CC(=O)N1CCC,44,functional_group
C(=O)N1CCC,22,functional_group
CC(=O)Nc1cc(,18,functional_group
[C@](N),6,ionic
(F)F,16,atom
c4cn[nH]c4,6,ionic
c1ccsc1,5,ring
[C@H](CO)N,11,ionic
c1ccc2ncc(,11,ring
c3ccccc23)cc1,7,ring
N1C(=O)N,8,functional_group
c3ncccn,10,atom
(O)CC1,14,ring
NCCCCN(C,8,atom
)CC2=O,8,functional_group
Cn1nc(,34,ring
=C(C=O),26,functional_group
[C@H](N)C(=O)N1CCC[C@H]1,10,functional_group
)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,8,functional_group
nc3ccccc3nc2,8,atom
c3cc(OCC,13,atom
CN4C(=O),10,functional_group
c4ccc(O)cc4)NC(=O),10,functional_group
O=C(Nc1ccncc1,19,functional_group
CC1(C)N=C(N)N=C(N)N1,14,functional_group
cnc3nc(N)nc(N,39,atom
2CCCCC2)C,10,atom
[n+]2ccccc2,9,ionic
c3cccs3)C(=O)N,9,functional_group
(F)F)c(OC,4,atom
Cc1ncc([N+](=O)[O-])n1,14,functional_group
C(=N)S,5,functional_group
c2nonc2,10,atom
CCCNC3,10,atom
NC(=O)C4,56,functional_group
c4ccc(F)c(Cl)c4,11,atom
c1ccccn1)N,5,ring
c3ccccc3)O,13,atom
OB,66,atom
[C@@H]1Cc2ccccc2,26,ionic
c(Cl)nc(N,9,atom
3CC3)n,19,atom
(=C)C,9,functional_group
c1nccc(,12,ring
COCC(=O)N,7,functional_group
sc(C),11,atom
COc1ccc2[nH]cc(CC,41,ionic
NC(=O)c3,17,functional_group
3)c2c1,8,ring
ccncc4,5,atom
c3c2)cc1,5,ring
CCNc1nc(N,24,ring
)nc(SC,14,atom
c2n1C,8,ring
CCCCCC(=O)N,4,functional_group
n2c(nc3,10,atom
cnccc3,10,atom
O=C(NCC,25,functional_group
C)s1,6,atom
CN(C)c1cc(,9,ring
)c3cc(Cl)ccc3,7,atom
2CCOCC2)N,6,atom
OCCS,22,atom
F)c5,14,atom
(C)C)c5,8,atom
Cn1nccc1,2,ring
nn4,12,atom
[C@@]6,11,ionic
(F)F)C,11,atom
c8c6[nH],11,ionic
ccccc8,11,atom
6)C7,11,atom
c3nn[nH]n,26,ionic
(O)C(N,17,atom
C1CCC2,14,ring
c3cccc(OC(F)(F)F)c3,22,atom
N(CCN(CC(=O)O),11,functional_group
CC(=O)O)CC(=O)O),11,functional_group
/C/,14,atom
[C@@H]2C3,19,ionic
c(CC=C(C)C)c(O),13,functional_group
c2ccc(F)c(,15,atom
[C@H](O[C@@H]1,20,ionic
2)N3C,10,atom
O=C(Nc1ccccc1)N,5,functional_group
CCS(=O)(=O)N1CC,14,functional_group
(CC#N),14,atom
O)C(=O)[O-],13,functional_group
(F)(F)F)C(=O)N,6,functional_group
)c(C)cc2,13,atom
Cl)n1,20,ring
CCCN1C,59,atom
C(=O)NC(=N,19,functional_group
3)C(C)(C)C,3,atom
c(N)n1,26,ring
)N(C(=O),11,functional_group
cc(OC)c(OC)cc3,15,atom
)C(=O)N(C),16,functional_group
4CCCCC4,8,atom
CCN(CC(=O)N,5,functional_group
c2C(=O),10,functional_group
c1cccc(NC(=O)N,10,functional_group
c1ccc2c(C,17,ring
[C@@H](C#N,5,ionic
CC1)N,5,ring
c(C)c(O),9,atom
[C@H](C=C,9,functional_group
CCCc1c(C,12,ring
[C@H](N)CC,10,ionic
ccn4,6,atom
CCCCCCCN(CC,19,atom
nc2C,11,atom
[C@@]2(C)[C@H]1C,8,ionic
nc(NC(=O)C,18,functional_group
c2cc(OC,50,atom
)c1C#N,10,ring
OC(OC2C,9,atom
OC(O,9,atom
(O)C(O)C1,9,ring
c1ccc(Cl)s,7,ring
CCNC(=O)[C@H]1,12,functional_group
c2c(o,11,atom
[L,40,ionic
n3c(CC,12,atom
c(SC,12,atom
c5ccc(C,12,atom
)cn5,12,atom
c3ccccc3F),28,atom
CC1(O),10,ring
CCC2C3CCC4,10,atom
[C@]3(C)C(=O),30,functional_group
[C@@H]23),36,ionic
5)C(=O),14,functional_group
[C@@H]3C[C@@H](O),14,ionic
)C(C)C)C(=O)N[C@@H](C,9,functional_group
cccc(Cl)c2,24,atom
n2c(C),12,atom
c2ccc(SC,9,atom
COc1cc(NC,9,ring
c2ccc3nc(N)nc(N,9,atom
C)cc(OC)c1OC,23,ring
c2coc(,32,atom
Oc5ccccc5,7,atom
C5=N,7,functional_group
4)C(=O),7,functional_group
2CCOCC2)ccc1,8,ring
Oc1cn,8,ring
)NCC,12,atom
[C@]3(O,29,ionic
[C@H]3O)cc1,9,ionic
cc(O,4,atom
)c3cc2,9,atom
ON=C1,9,functional_group
3)[C@H](C)C,8,ionic
c(OC)ccc2,15,atom
CC(C)c1ccc2,9,ring
[C@@H]2Cc3ccccc3,6,ionic
COCCOC,9,atom
[C@H](CC1,9,ionic
(C)C)C(=O)C(F)(F)F,11,functional_group
C[C@@]1(CO),13,ionic
[C@@H]1CC(=O),11,functional_group
c3ccc(OCC,23,atom
CCCSc1nc(N,80,ring
[C@@H]2C[C@H]2,80,ionic
nnn(,80,atom
[C@H](OCC,80,ionic
[C@](C)(O,10,ionic
[C@H]1CC[C@]2(C),18,ionic
[C@@H]1[C@H](O),18,ionic
O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4,20,ionic
O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4,13,ionic
c3ccccc3C2=O)cc1,24,functional_group
CC(C)c1nc2,6,ring
Cc2cccs,8,atom
CN(C(=O)N,22,functional_group
c2cnc[nH]2)C(=O)N,5,functional_group
CC[n+]1,9,ionic
c2nc1,12,ring
c3ccnn,24,atom
CC(C)[C@@H]1CC,27,ionic
[C@@H](C)C[C@H]1,14,ionic
[C@]2(CO,8,ionic
[C@]9,8,ionic
[C@]%10,8,ionic
%11,8,atom
%12,8,atom
%13,8,atom
%14,8,atom
%,16,atom
%16,8,atom
%17,8,atom
%18,8,atom
%19,8,atom
%20,8,atom
%21,8,atom
%22,8,atom
%23,8,atom
%24,8,atom
%25,8,atom
%26,8,atom
%27,8,atom
%28,8,atom
%29,8,atom
%30,8,atom
%31,8,atom
%32,8,atom
%33,8,atom
%34,8,atom
%35,8,atom
%36,8,atom
%37,8,atom
%38,8,atom
[C@@H]%3,64,ionic
[C@@H]%30,8,ionic
[C@@H]%2,72,ionic
[C@@H]%20,8,ionic
[C@@H]%19,8,ionic
[C@@H]%18,8,ionic
[C@@H]%17,8,ionic
[C@@H]%16,8,ionic
[C@@H]%14,8,ionic
[C@@H]%13,8,ionic
[C@@H]%12,8,ionic
[C@@H]%11,8,ionic
[C@@H]%10,8,ionic
[C@@H]5O),8,ionic
c3ccccc3)C(=O)N,14,functional_group
(Cc3ccccc3,78,atom
CNc1cc(,10,ring
COc1ccc(S,10,ring
c2nc(N)n,10,atom
3CCOC,15,atom
P(=O)(OCC,10,functional_group
Cc2ccncc2,9,atom
ccc2n1,15,ring
c4ccc(OCC,8,atom
CC1(C)CC[C@@]2(CC,11,ionic
)OC1=O,11,functional_group
CC1(CC,5,ring
CC1=C(CC,5,functional_group
c3nc(C),5,atom
NC3=O),17,functional_group
c3cc(O)c(O)cc3,7,atom
CCc1o,34,ring
c4nccs4,8,atom
Nc1ncnc2c1ncn2C,5,ring
)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN,16,functional_group
cc(OC)ccc3,18,atom
CC(C)C[C@@H]1NC(=O),8,functional_group
[C@@H](CC(=O)O)NC(=O),8,functional_group
CN(Cc1,9,ring
FC(F)(F),9,atom
(C(=O)NC,19,functional_group
c4cc(Cl)cc(Cl)c4,19,atom
c2cc(F)c3,10,atom
cc3cc(,19,atom
3)C(=O)O),6,functional_group
[C@@H](N)CC(=O)O),8,functional_group
ccnc5,5,atom
CCNC2=O),12,functional_group
c2c([nH]c3ccccc2,8,ionic
cccc(CC,30,atom
c4cc(OC,14,atom
5CCCC,14,atom
NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC,6,functional_group
CNC(=N)N)NC(=O)C,6,functional_group
[C@@H](NC(=O)[C@H](CO),6,functional_group
NC(=O)[C@H](CO)NC(=O)[C@H](CC,12,functional_group
CNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC,6,functional_group
(C)C)NC(=O)[C@H](CO),6,functional_group
NC(=O)[C@H](CCCNC(=N)N)NC(=O),6,functional_group
[C@H](C)NC(=O),12,functional_group
O)C(=O)N[C@@H](Cc2ccccc2,6,functional_group
(C)C)NC(=O)C,6,functional_group
c1cccc(OC)c1,18,ring
c2ccc(O)c(C,7,atom
[C@H](C[C@@H](O),13,ionic
cnccc1,8,ring
Cc1ccc(Nc2,9,ring
c(Cl)cccc3Cl,9,atom
cc[n+](,11,ionic
cc(C#N)c(,9,atom
1CSC,9,atom
COc1ccc2[nH]cc(C,10,ionic
3)c(F)c1,11,ring
CC[C@@H]1C,16,ionic
c(Cl)c(,9,atom
4CCOCC4),9,atom
CCC(CC)N,6,atom
O)ccc1,29,ring
C)N,11,atom
)nc(O),21,atom
)c[nH]1,30,ionic
X,10,atom
[C@]1(C)CCC,11,ionic
Oc1ncn,21,ring
[se],38,ionic
)CCO2,8,atom
CN(C)CCC1,10,ring
(OC(=O)CC,10,functional_group
CCNCC(O),13,atom
CC(=O)c1cc(,4,functional_group
=C(S)N,10,functional_group
O[C@H]2CO,17,ionic
cccn12,9,ring
Cn3,5,atom
c4ncc[nH],12,ionic
)c4cccnc4,5,atom
Br.,10,atom
NC(=O)c2ccc(N,8,functional_group
3CCCN,8,atom
(C)CC3,8,atom
c1ccc2ccccc2,20,ring
c(ccn2,10,atom
C4CC4,22,atom
F)S(=O)(=O),6,functional_group
c2ccc(OC(F)(F)F)cc,8,atom
N1S(=O)(=O),8,functional_group
c1CC,13,ring
ccccc2cc1,17,ring
3CCC[C@@H]3,11,ionic
nc12)N,11,ring
c3nc4c(,11,atom
OC(=O)C(C,8,functional_group
CCc1ccc(CN,10,ring
c3cc(CC,19,atom
)cc(Br)c3,14,atom
cnc3c2,10,atom
c(F)cc2,12,atom
c(F)c(,19,atom
ncnn4,19,atom
CCCCNC(=O)c1,8,functional_group
csc(,8,atom
c1ccc2c(c1)[nH],17,ionic
CSc1ccc(C,18,ring
CN(C)C1,20,ring
c2ccc(NC(=O)N,7,functional_group
c4nc(N,11,atom
5CCOCC5)n,14,atom
(=C3,10,functional_group
c4ccc(Cl)cc,10,atom
CNC(=O)C[C@@H]1,12,functional_group
NC(=O)c2csc(,12,functional_group
c2ccccc2)NC(=O)C,16,functional_group
NC(=O)c2nc(s,12,functional_group
c2c(O)c1,6,ring
c4c(N,6,atom
)c5,22,atom
c(F)cccc5,6,atom
ccc45,156,atom
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2,13,ionic
N1)N,4,atom
[n+](C),6,ionic
NC(=O)[C@H]1CC,12,functional_group
CCN=C(S)N,12,functional_group
c2c3,12,atom
CCNc1nc(,31,ring
[C@@H]7CCCN7C(=O),9,functional_group
)c7ccccc7,9,atom
6)cc5,9,atom
CCCCCCNCC,4,atom
[C@H](CCC,4,ionic
O)C1=O,4,functional_group
N=C(S,13,functional_group
CCCCCN(CC,5,atom
CCNC(=S)N,11,functional_group
CCN(CC(=O)O)CCN(CC(=O)O),20,functional_group
c4ccccc4)C,9,atom
CN(C(=O)C1,7,functional_group
)C2(C)C,7,atom
(O)COC,9,atom
[C@H](COC(=O)N,9,functional_group
C(=O)CCC,11,functional_group
c2ccc3ccccc3n2,6,atom
(CCN(CC,14,atom
C[C@@]1(C,7,ionic
)CC(C,7,atom
NC(C)(C),8,atom
CO2,9,atom
CCc1ccc(N,18,ring
c2c(F)c(F)cc(F)c2,18,atom
[C@@H]3NC(=O),3,functional_group
CCCNC(=O)c1,18,functional_group
c2ccccc2C(=O)N1,9,functional_group
nnn(C),9,atom
O[C@H]1O[C@H](C,7,ionic
(C)C)cc,15,atom
(C)C)ccc2,15,atom
)cc1C(F)(F)F,13,ring
n4cncn,16,atom
COC(=O)[C@H](Cc1ccccc1)NC(=O),7,functional_group
)[C@H]3CC,7,ionic
nc4ccccc4,5,atom
(O)C(C)(C)C,9,atom
CC(C)c1cc(C(C)C)c(,8,ring
3)CC2,6,atom
CCN3CCCC,10,atom
2C3,10,atom
ccccc24),9,atom
CC(=O)C1=C(O),14,functional_group
c7n,7,atom
C4CCCC4)n,8,atom
C1=C2,12,functional_group
O=C1C=C,23,functional_group
c4cco,10,atom
OC(=O)c1ccc(C,4,functional_group
[C@@]23CC,18,ionic
[C@H]4[C@@](C)(CCC,7,ionic
CCCCc1c(,5,ring
O[C@H](CC,16,ionic
Oc1nc2ccccc2n1,7,ring
c3ccc(OC)cc3,11,atom
[C@]2(O,8,ionic
O3)C,8,atom
(C)C)NC(=O)[C@H](CC(C)C)NC(=O),8,functional_group
Cn1c(,7,ring
c3ccc(S,36,atom
CN1Cc2,16,atom
CC(C)C[C@@H](N,6,ionic
C(=O)OC(C)(C)C,43,functional_group
